"date","day_of_week","month","year","open","close","high","low"
"11/09/2006","Monday","September",2006,36561,35772,36561,35666
"12/09/2006","Tuesday","September",2006,35777,36147,36147,35626
"13/09/2006","Wednesday","September",2006,36147,36550,36726,36034
"14/09/2006","Thursday","September",2006,36548,36154,36680,36087
"15/09/2006","Friday","September",2006,36154,36170,36469,35878
"18/09/2006","Monday","September",2006,36168,36483,36670,36134
"19/09/2006","Tuesday","September",2006,36477,35886,36487,35555
"20/09/2006","Wednesday","September",2006,35889,35197,36069,34928
"21/09/2006","Thursday","September",2006,35199,34830,35332,34624
"22/09/2006","Friday","September",2006,34829,34799,34897,34397
"25/09/2006","Monday","September",2006,34803,34973,35054,34127
"26/09/2006","Tuesday","September",2006,34972,35819,35827,34972
"27/09/2006","Wednesday","September",2006,35817,36106,36114,35611
"28/09/2006","Thursday","September",2006,36105,36486,36487,36031
"29/09/2006","Friday","September",2006,36486,36449,36570,36261
"02/10/2006","Monday","October",2006,36450,37058,37317,36450
"03/10/2006","Tuesday","October",2006,37057,36438,37057,36438
"04/10/2006","Wednesday","October",2006,36441,37749,37780,36441
"05/10/2006","Thursday","October",2006,37750,37977,38205,37624
"06/10/2006","Friday","October",2006,37976,37940,37976,37493
"09/10/2006","Monday","October",2006,37930,38406,38626,37736
"10/10/2006","Tuesday","October",2006,38411,38655,38778,38407
"11/10/2006","Wednesday","October",2006,38652,38322,38652,38091
"13/10/2006","Friday","October",2006,38328,38850,39177,38328
"16/10/2006","Monday","October",2006,38852,39229,39261,38672
"17/10/2006","Tuesday","October",2006,39226,38898,39226,38672
"18/10/2006","Wednesday","October",2006,38898,38686,39446,38557
"19/10/2006","Thursday","October",2006,38688,38920,38940,38561
"20/10/2006","Friday","October",2006,38919,38643,38958,38440
"23/10/2006","Monday","October",2006,38643,39227,39227,38273
"24/10/2006","Tuesday","October",2006,39227,39499,39552,39091
"25/10/2006","Wednesday","October",2006,39499,39563,39721,39341
"26/10/2006","Thursday","October",2006,39563,39645,39843,39365
"27/10/2006","Friday","October",2006,39640,39328,39746,39293
"30/10/2006","Monday","October",2006,39327,38900,39340,38681
"31/10/2006","Tuesday","October",2006,38900,39263,39263,38880
"01/11/2006","Wednesday","November",2006,39279,39930,40104,39279
"03/11/2006","Friday","November",2006,39930,40435,40482,39924
"06/11/2006","Monday","November",2006,40437,41247,41256,40437
"07/11/2006","Tuesday","November",2006,41247,41048,41402,40863
"08/11/2006","Wednesday","November",2006,41042,41334,41345,40624
"09/11/2006","Thursday","November",2006,41334,40815,41813,40657
"10/11/2006","Friday","November",2006,40815,40720,40942,40322
"13/11/2006","Monday","November",2006,40724,40606,40724,40038
"14/11/2006","Tuesday","November",2006,40607,41291,41342,40607
"16/11/2006","Thursday","November",2006,41296,41162,41781,41153
"17/11/2006","Friday","November",2006,41164,41029,41164,40482
"21/11/2006","Tuesday","November",2006,41029,41570,41570,40986
"22/11/2006","Wednesday","November",2006,41579,41913,41951,41308
"23/11/2006","Thursday","November",2006,41913,42070,42308,41913
"24/11/2006","Friday","November",2006,42071,41758,42071,41468
"27/11/2006","Monday","November",2006,41758,40915,41758,40722
"28/11/2006","Tuesday","November",2006,40915,41043,41083,40428
"29/11/2006","Wednesday","November",2006,41041,41970,41988,41041
"30/11/2006","Thursday","November",2006,41971,41932,42175,41497
"01/12/2006","Friday","December",2006,41930,41327,42095,41192
"04/12/2006","Monday","December",2006,41329,42654,42660,41282
"05/12/2006","Tuesday","December",2006,42652,43157,43261,42636
"06/12/2006","Wednesday","December",2006,43158,43096,43422,42831
"07/12/2006","Thursday","December",2006,43097,42909,43506,42758
"08/12/2006","Friday","December",2006,42910,42978,43303,42818
"11/12/2006","Monday","December",2006,42968,43297,43432,42968
"12/12/2006","Tuesday","December",2006,43297,43018,43297,42794
"13/12/2006","Wednesday","December",2006,43026,43285,43394,42783
"14/12/2006","Thursday","December",2006,43291,43755,43797,43291
"15/12/2006","Friday","December",2006,43755,43596,44263,43447
"18/12/2006","Monday","December",2006,43596,43509,44048,43400
"19/12/2006","Tuesday","December",2006,43504,43590,43590,42891
"20/12/2006","Wednesday","December",2006,43592,43502,43946,43379
"21/12/2006","Thursday","December",2006,43505,43385,43689,43100
"22/12/2006","Friday","December",2006,43385,43356,43602,43125
"26/12/2006","Tuesday","December",2006,43356,43603,43611,43356
"27/12/2006","Wednesday","December",2006,43602,44526,44526,43602
"28/12/2006","Thursday","December",2006,44526,44474,44675,44373
"02/01/2007","Tuesday","January",2007,44476,45383,45388,44476
"03/01/2007","Wednesday","January",2007,45379,44445,45379,44284
"04/01/2007","Thursday","January",2007,44442,44020,44442,43623
"05/01/2007","Friday","January",2007,44019,42245,44081,42160
"08/01/2007","Monday","January",2007,42249,42830,42926,42144
"09/01/2007","Tuesday","January",2007,42831,42007,43001,41438
