"date","day_of_week","month","year","open","close","high","low"
"10/01/2000","Monday","January",2000,16324,17022,17056,16324
"11/01/2000","Tuesday","January",2000,17045,16572,17196,16572
"12/01/2000","Wednesday","January",2000,16573,16616,16723,16330
"13/01/2000","Thursday","January",2000,16663,17298,17715,16663
"14/01/2000","Friday","January",2000,17305,17657,17800,17305
"17/01/2000","Monday","January",2000,17678,18053,18099,17678
"18/01/2000","Tuesday","January",2000,18061,17903,18061,17624
"19/01/2000","Wednesday","January",2000,17905,17470,18074,17470
"20/01/2000","Thursday","January",2000,17487,17176,17622,17028
"21/01/2000","Friday","January",2000,17187,17034,17372,16901
"24/01/2000","Monday","January",2000,17048,16971,17262,16971
"26/01/2000","Wednesday","January",2000,16971,17105,17105,16726
"27/01/2000","Thursday","January",2000,17114,17081,17422,17081
"28/01/2000","Friday","January",2000,17149,16734,17252,16546
"31/01/2000","Monday","January",2000,16743,16388,16748,16167
"01/02/2000","Tuesday","February",2000,16389,16522,16675,16389
"02/02/2000","Wednesday","February",2000,16545,16868,16874,16545
"03/02/2000","Thursday","February",2000,16891,17457,17457,16891
"04/02/2000","Friday","February",2000,17470,17932,17961,17470
"07/02/2000","Monday","February",2000,17937,18125,18125,17746
"08/02/2000","Tuesday","February",2000,18248,18685,18729,18248
"09/02/2000","Wednesday","February",2000,18758,18361,18885,18223
"10/02/2000","Thursday","February",2000,18366,18603,18671,18154
"11/02/2000","Friday","February",2000,18635,18083,18774,18026
"14/02/2000","Monday","February",2000,18083,17819,18264,17745
"15/02/2000","Tuesday","February",2000,17818,17920,17931,17450
"16/02/2000","Wednesday","February",2000,17920,18112,18247,17742
"17/02/2000","Thursday","February",2000,18115,17979,18297,17979
"18/02/2000","Friday","February",2000,17979,17625,18008,17489
"21/02/2000","Monday","February",2000,17625,17699,17886,17364
"22/02/2000","Tuesday","February",2000,17698,17489,17913,17465
"23/02/2000","Wednesday","February",2000,17489,17833,17855,17479
"24/02/2000","Thursday","February",2000,17845,17775,18118,17706
"25/02/2000","Friday","February",2000,17784,17786,17987,17757
"28/02/2000","Monday","February",2000,17786,17542,17786,17382
"29/02/2000","Tuesday","February",2000,17544,17660,17822,17544
"01/03/2000","Wednesday","March",2000,17668,17953,17953,17654
"02/03/2000","Thursday","March",2000,17965,18015,18154,17809
"03/03/2000","Friday","March",2000,18015,18631,18631,18015
"08/03/2000","Wednesday","March",2000,18617,18282,18617,18183
"09/03/2000","Thursday","March",2000,18285,18650,18650,18285
"10/03/2000","Friday","March",2000,18650,18280,18720,18232
"13/03/2000","Monday","March",2000,18279,17594,18279,17505
"14/03/2000","Tuesday","March",2000,17594,17221,17936,17221
"15/03/2000","Wednesday","March",2000,17228,17381,17468,16922
"16/03/2000","Thursday","March",2000,17396,17642,17660,17396
"17/03/2000","Friday","March",2000,17654,17511,17733,17470
"20/03/2000","Monday","March",2000,17511,17525,17732,17433
"21/03/2000","Tuesday","March",2000,17528,18342,18343,17510
"22/03/2000","Wednesday","March",2000,18346,18314,18620,18314
"23/03/2000","Thursday","March",2000,18314,18331,18643,18183
"24/03/2000","Friday","March",2000,18332,18674,18691,18332
"27/03/2000","Monday","March",2000,18674,18951,19046,18674
"28/03/2000","Tuesday","March",2000,18952,18337,18959,18335
"29/03/2000","Wednesday","March",2000,18338,18053,18574,17972
"30/03/2000","Thursday","March",2000,18053,17646,18053,17455
"31/03/2000","Friday","March",2000,17659,17820,17949,17559
"03/04/2000","Monday","April",2000,17825,17245,17825,17173
"04/04/2000","Tuesday","April",2000,17253,16757,17450,16095
"05/04/2000","Wednesday","April",2000,16762,16714,17042,16229
"06/04/2000","Thursday","April",2000,16718,17146,17152,16718
"07/04/2000","Friday","April",2000,17149,17513,17513,17149
"10/04/2000","Monday","April",2000,17519,16783,17571,16781
"11/04/2000","Tuesday","April",2000,16786,16539,16867,16309
"12/04/2000","Wednesday","April",2000,16542,16323,16785,16310
"13/04/2000","Thursday","April",2000,16325,15500,16605,15500
"14/04/2000","Friday","April",2000,15500,14794,15500,14596
"17/04/2000","Monday","April",2000,14761,14815,14820,14029
"18/04/2000","Tuesday","April",2000,14817,15408,15468,14767
"19/04/2000","Wednesday","April",2000,15437,14926,15535,14849
"20/04/2000","Thursday","April",2000,14938,15203,15203,14938
"24/04/2000","Monday","April",2000,15204,14794,15225,14624
"25/04/2000","Tuesday","April",2000,14798,15400,15402,14798
"26/04/2000","Wednesday","April",2000,15401,15446,15517,15267
"27/04/2000","Thursday","April",2000,15446,15440,15487,14835
"28/04/2000","Friday","April",2000,15450,15537,15906,15450
"02/05/2000","Tuesday","May",2000,15596,15524,15944,15523
"03/05/2000","Wednesday","May",2000,15523,15108,15523,14980
"04/05/2000","Thursday","May",2000,15111,14969,15143,14872
"05/05/2000","Friday","May",2000,14966,15217,15217,14811
"08/05/2000","Monday","May",2000,15219,14890,15223,14867
"09/05/2000","Tuesday","May",2000,14897,14581,15041,14411
"10/05/2000","Wednesday","May",2000,14569,14433,14586,14239
"11/05/2000","Thursday","May",2000,14447,14498,14723,14397
"12/05/2000","Friday","May",2000,14495,14458,14638,14350
"15/05/2000","Monday","May",2000,14469,15055,15069,14397
"16/05/2000","Tuesday","May",2000,15074,15360,15445,15074
"17/05/2000","Wednesday","May",2000,15360,14870,15360,14855
"18/05/2000","Thursday","May",2000,14875,14626,14973,14619
"19/05/2000","Friday","May",2000,14594,14326,14618,13922
"22/05/2000","Monday","May",2000,14329,13891,14368,13583
"23/05/2000","Tuesday","May",2000,13891,13587,14145,13582
"24/05/2000","Wednesday","May",2000,13591,14166,14197,13555
"25/05/2000","Thursday","May",2000,14187,14185,14499,14026
"26/05/2000","Friday","May",2000,14204,14542,14548,14172
"29/05/2000","Monday","May",2000,14540,14772,14857,14540
"30/05/2000","Tuesday","May",2000,14815,15248,15307,14815
"31/05/2000","Wednesday","May",2000,15251,14956,15328,14930
"01/06/2000","Thursday","June",2000,14967,15450,15472,14967
"02/06/2000","Friday","June",2000,15518,16222,16260,15518
"05/06/2000","Monday","June",2000,16222,16022,16312,15974
"06/06/2000","Tuesday","June",2000,16017,15946,16172,15826
"07/06/2000","Wednesday","June",2000,15954,16271,16277,15709
"08/06/2000","Thursday","June",2000,16285,16398,16640,16226
"09/06/2000","Friday","June",2000,16420,16342,16560,16200
"12/06/2000","Monday","June",2000,16351,16096,16364,16084
"13/06/2000","Tuesday","June",2000,16099,16354,16359,16074
"14/06/2000","Wednesday","June",2000,16365,16366,16523,16135
"15/06/2000","Thursday","June",2000,16369,16561,16629,16321
"16/06/2000","Friday","June",2000,16566,16424,16598,16378
"19/06/2000","Monday","June",2000,16423,16850,16862,16411
"20/06/2000","Tuesday","June",2000,16854,16843,16949,16710
"21/06/2000","Wednesday","June",2000,16853,17254,17371,16853
"23/06/2000","Friday","June",2000,17205,16977,17265,16909
"26/06/2000","Monday","June",2000,16977,16744,17019,16685
"27/06/2000","Tuesday","June",2000,16743,16512,16780,16388
"28/06/2000","Wednesday","June",2000,16532,16842,17101,16493
"29/06/2000","Thursday","June",2000,16830,16407,16849,16373
"30/06/2000","Friday","June",2000,16404,16727,16836,16399
"03/07/2000","Monday","July",2000,16746,17088,17098,16743
"04/07/2000","Tuesday","July",2000,17105,17279,17340,17088
"05/07/2000","Wednesday","July",2000,17284,17134,17361,17086
"06/07/2000","Thursday","July",2000,17147,17348,17366,17024
"07/07/2000","Friday","July",2000,17351,17598,17754,17351
"10/07/2000","Monday","July",2000,17619,17471,17794,17443
"11/07/2000","Tuesday","July",2000,17473,16880,17473,16831
"12/07/2000","Wednesday","July",2000,16892,17053,17174,16692
"13/07/2000","Thursday","July",2000,17057,16444,17353,16415
"14/07/2000","Friday","July",2000,16438,16880,16884,16421
"17/07/2000","Monday","July",2000,16890,17387,17394,16890
"18/07/2000","Tuesday","July",2000,17379,17368,17565,17280
"19/07/2000","Wednesday","July",2000,17354,16927,17357,16868
"20/07/2000","Thursday","July",2000,16950,17203,17352,16950
"21/07/2000","Friday","July",2000,17207,17318,17364,17071
"24/07/2000","Monday","July",2000,17314,17385,17585,17314
"25/07/2000","Tuesday","July",2000,17390,17049,17530,17046
"26/07/2000","Wednesday","July",2000,17049,17121,17211,16839
"27/07/2000","Thursday","July",2000,17121,16948,17225,16923
"28/07/2000","Friday","July",2000,16948,16485,17038,16448
"31/07/2000","Monday","July",2000,16486,16454,16712,16454
"01/08/2000","Tuesday","August",2000,16474,16289,16591,16124
"02/08/2000","Wednesday","August",2000,16284,16314,16534,16120
"03/08/2000","Thursday","August",2000,16247,16720,16761,16072
"04/08/2000","Friday","August",2000,16726,16761,16907,16717
"07/08/2000","Monday","August",2000,16768,16995,17014,16768
"08/08/2000","Tuesday","August",2000,17001,16884,17061,16857
"09/08/2000","Wednesday","August",2000,16894,16533,16976,16510
"10/08/2000","Thursday","August",2000,16518,16834,17007,16501
"11/08/2000","Friday","August",2000,16846,17395,17395,16705
"14/08/2000","Monday","August",2000,17401,17810,17925,17333
"15/08/2000","Tuesday","August",2000,17810,17744,17901,17689
"16/08/2000","Wednesday","August",2000,17741,17330,17770,17275
"17/08/2000","Thursday","August",2000,17326,17702,17853,17321
"18/08/2000","Friday","August",2000,17702,17313,17780,17257
"21/08/2000","Monday","August",2000,17317,17083,17433,17066
"22/08/2000","Tuesday","August",2000,17086,17224,17427,17086
"23/08/2000","Wednesday","August",2000,17252,17450,17455,17137
"24/08/2000","Thursday","August",2000,17454,17310,17454,17186
"25/08/2000","Friday","August",2000,17315,17642,17667,17315
"28/08/2000","Monday","August",2000,17657,17460,17685,17380
"29/08/2000","Tuesday","August",2000,17453,17354,17490,17232
"30/08/2000","Wednesday","August",2000,17358,17414,17563,17309
"31/08/2000","Thursday","August",2000,17416,17346,17562,17327
"01/09/2000","Friday","September",2000,17359,17577,17577,17359
"04/09/2000","Monday","September",2000,17577,17613,17714,17569
"05/09/2000","Tuesday","September",2000,17613,17424,17632,17416
"06/09/2000","Wednesday","September",2000,17441,17589,17647,17441
"08/09/2000","Friday","September",2000,17594,17433,17686,17428
"11/09/2000","Monday","September",2000,17442,17287,17448,17236
"12/09/2000","Tuesday","September",2000,17285,16882,17303,16882
"13/09/2000","Wednesday","September",2000,16888,16998,17089,16878
"14/09/2000","Thursday","September",2000,17031,16768,17104,16730
"15/09/2000","Friday","September",2000,16770,16563,16770,16515
"18/09/2000","Monday","September",2000,16562,15913,16608,15913
"19/09/2000","Tuesday","September",2000,15922,16188,16189,15823
"20/09/2000","Wednesday","September",2000,16195,16077,16215,15812
"21/09/2000","Thursday","September",2000,16065,16146,16172,15949
"22/09/2000","Friday","September",2000,16092,16353,16425,15707
"25/09/2000","Monday","September",2000,16361,16318,16520,16317
"26/09/2000","Tuesday","September",2000,16318,16254,16467,16195
"27/09/2000","Wednesday","September",2000,16289,15848,16401,15748
"28/09/2000","Thursday","September",2000,15849,16013,16040,15656
"29/09/2000","Friday","September",2000,16019,15928,16135,15829
"02/10/2000","Monday","October",2000,15949,15559,16090,15536
"03/10/2000","Tuesday","October",2000,15561,15633,15917,15561
"04/10/2000","Wednesday","October",2000,15652,15876,15882,15562
"05/10/2000","Thursday","October",2000,15876,16362,16393,15876
"06/10/2000","Friday","October",2000,16370,15945,16403,15816
"09/10/2000","Monday","October",2000,15946,15855,15975,15617
"10/10/2000","Tuesday","October",2000,15845,15747,16008,15725
"11/10/2000","Wednesday","October",2000,15737,15526,15737,15463
"13/10/2000","Friday","October",2000,15440,15385,15440,15067
"16/10/2000","Monday","October",2000,15386,15241,15584,15214
"17/10/2000","Tuesday","October",2000,15266,14870,15386,14840
"18/10/2000","Wednesday","October",2000,14836,14375,14836,14218
"19/10/2000","Thursday","October",2000,14489,14843,14869,14489
"20/10/2000","Friday","October",2000,14845,14533,14917,14490
"23/10/2000","Monday","October",2000,14533,13988,14535,13982
"24/10/2000","Tuesday","October",2000,14013,13799,14160,13672
"25/10/2000","Wednesday","October",2000,13795,13665,13927,13570
"26/10/2000","Thursday","October",2000,13704,14223,14223,13679
"27/10/2000","Friday","October",2000,14250,14691,14699,14250
"30/10/2000","Monday","October",2000,14707,14891,14950,14488
"31/10/2000","Tuesday","October",2000,14915,14867,15099,14859
"01/11/2000","Wednesday","November",2000,14857,14791,14859,14570
"03/11/2000","Friday","November",2000,14785,14533,14925,14424
"06/11/2000","Monday","November",2000,14533,14800,14867,14503
"07/11/2000","Tuesday","November",2000,14780,14968,15028,14542
"08/11/2000","Wednesday","November",2000,14981,14656,15191,14649
"09/11/2000","Thursday","November",2000,14667,14524,14781,14411
"10/11/2000","Friday","November",2000,14541,14625,14700,14449
"13/11/2000","Monday","November",2000,14606,14371,14609,14200
"14/11/2000","Tuesday","November",2000,14395,14540,14630,14395
"16/11/2000","Thursday","November",2000,14546,14489,14574,14418
"17/11/2000","Friday","November",2000,14479,14323,14569,14093
"20/11/2000","Monday","November",2000,14323,14499,14534,14103
"21/11/2000","Tuesday","November",2000,14497,14783,14844,14486
"22/11/2000","Wednesday","November",2000,14766,14576,14766,14564
"23/11/2000","Thursday","November",2000,14578,14314,14603,14187
"24/11/2000","Friday","November",2000,14315,14335,14412,14190
"27/11/2000","Monday","November",2000,14339,14008,14494,13940
"28/11/2000","Tuesday","November",2000,14011,13913,14011,13756
"29/11/2000","Wednesday","November",2000,13920,13787,14074,13781
"30/11/2000","Thursday","November",2000,13779,13287,13779,13287
"01/12/2000","Friday","December",2000,13303,13437,13579,13281
"04/12/2000","Monday","December",2000,13396,13510,13538,13247
"05/12/2000","Tuesday","December",2000,13512,14181,14187,13512
"06/12/2000","Wednesday","December",2000,14180,13945,14276,13945
"07/12/2000","Thursday","December",2000,13946,14459,14459,13920
"08/12/2000","Friday","December",2000,14462,14982,15062,14460
"11/12/2000","Monday","December",2000,14991,15187,15354,14991
"12/12/2000","Tuesday","December",2000,15185,14906,15186,14872
"13/12/2000","Wednesday","December",2000,14915,15290,15388,14900
"14/12/2000","Thursday","December",2000,15261,15259,15314,15079
"15/12/2000","Friday","December",2000,15252,14987,15252,14830
"18/12/2000","Monday","December",2000,15001,15082,15282,15001
"19/12/2000","Tuesday","December",2000,15085,15336,15414,15084
"20/12/2000","Wednesday","December",2000,15305,14622,15327,14617
"21/12/2000","Thursday","December",2000,14726,14505,14957,14461
"22/12/2000","Friday","December",2000,14532,14652,14801,14532
"26/12/2000","Tuesday","December",2000,14663,14794,14850,14661
"27/12/2000","Wednesday","December",2000,14804,15186,15222,14804
"28/12/2000","Thursday","December",2000,15188,15259,15269,15132
"02/01/2001","Tuesday","January",2001,15242,15425,15621,15173
"03/01/2001","Wednesday","January",2001,15425,16599,16599,15252
"04/01/2001","Thursday","January",2001,16596,16675,16933,16586
"05/01/2001","Friday","January",2001,16678,16409,16887,16379
"08/01/2001","Monday","January",2001,16397,16562,16622,16225
"09/01/2001","Tuesday","January",2001,16566,16975,17095,16566
"10/01/2001","Wednesday","January",2001,16964,16918,17093,16701
"11/01/2001","Thursday","January",2001,16908,17023,17044,16797
"12/01/2001","Friday","January",2001,17034,16850,17213,16820
"15/01/2001","Monday","January",2001,16857,16962,17034,16857
"16/01/2001","Tuesday","January",2001,16973,16720,17034,16662
"17/01/2001","Wednesday","January",2001,16747,17191,17254,16745
"18/01/2001","Thursday","January",2001,17203,17521,17641,17152
"19/01/2001","Friday","January",2001,17525,17530,17815,17511
"22/01/2001","Monday","January",2001,17548,17391,17577,17297
"23/01/2001","Tuesday","January",2001,17380,17832,17863,17375
"24/01/2001","Wednesday","January",2001,17849,17771,18022,17698
"26/01/2001","Friday","January",2001,17776,17889,17930,17591
"29/01/2001","Monday","January",2001,17905,17883,18023,17704
"30/01/2001","Tuesday","January",2001,17881,17722,17898,17667
"31/01/2001","Wednesday","January",2001,17724,17672,17919,17636
"01/02/2001","Thursday","February",2001,17670,17038,17673,16976
"02/02/2001","Friday","February",2001,17026,16914,17205,16780
"05/02/2001","Monday","February",2001,16913,16731,16940,16538
"06/02/2001","Tuesday","February",2001,16734,17006,17017,16734
"07/02/2001","Wednesday","February",2001,17002,16812,17002,16630
"08/02/2001","Thursday","February",2001,16814,17243,17278,16814
"09/02/2001","Friday","February",2001,17257,17138,17270,17049
"12/02/2001","Monday","February",2001,17162,16917,17233,16883
"13/02/2001","Tuesday","February",2001,16921,17095,17174,16882
"14/02/2001","Wednesday","February",2001,17077,17120,17283,16904
"15/02/2001","Thursday","February",2001,17121,16937,17260,16922
"16/02/2001","Friday","February",2001,16934,16259,16950,16100
"19/02/2001","Monday","February",2001,16262,16060,16391,16022
"20/02/2001","Tuesday","February",2001,16065,15910,16242,15783
"21/02/2001","Wednesday","February",2001,15909,15593,15909,15567
"22/02/2001","Thursday","February",2001,15604,15910,15913,15558
"23/02/2001","Friday","February",2001,15920,16157,16222,15830
"28/02/2001","Wednesday","February",2001,16157,15891,16268,15891
"01/03/2001","Thursday","March",2001,15890,16416,16438,15875
"02/03/2001","Friday","March",2001,16422,16581,16723,16233
"05/03/2001","Monday","March",2001,16620,16537,16737,16477
"06/03/2001","Tuesday","March",2001,16573,16324,16813,16287
"07/03/2001","Wednesday","March",2001,16328,16395,16429,16223
"08/03/2001","Thursday","March",2001,16401,16226,16531,16099
"09/03/2001","Friday","March",2001,16233,16123,16247,16017
"12/03/2001","Monday","March",2001,16125,15527,16142,15523
"13/03/2001","Tuesday","March",2001,15536,15584,15768,15460
"14/03/2001","Wednesday","March",2001,15582,15244,15582,15070
"15/03/2001","Thursday","March",2001,15251,15060,15481,14977
"16/03/2001","Friday","March",2001,15075,15237,15356,15047
"19/03/2001","Monday","March",2001,15249,14835,15377,14801
"20/03/2001","Tuesday","March",2001,14853,14903,15076,14853
"21/03/2001","Wednesday","March",2001,14914,14852,15198,14754
"22/03/2001","Thursday","March",2001,14846,14067,14846,13761
"23/03/2001","Friday","March",2001,14069,14435,14435,13856
"26/03/2001","Monday","March",2001,14443,14712,14912,14443
"27/03/2001","Tuesday","March",2001,14732,14835,14950,14608
"28/03/2001","Wednesday","March",2001,14842,14631,14848,14574
"29/03/2001","Thursday","March",2001,14646,14282,14713,14225
"30/03/2001","Friday","March",2001,14291,14438,14438,13922
"02/04/2001","Monday","April",2001,14441,13981,14481,13980
"03/04/2001","Tuesday","April",2001,13987,13736,14001,13663
"04/04/2001","Wednesday","April",2001,13739,13854,14135,13739
"05/04/2001","Thursday","April",2001,13865,14442,14481,13865
"06/04/2001","Friday","April",2001,14426,14484,14681,14371
"09/04/2001","Monday","April",2001,14488,14718,14718,14446
"10/04/2001","Tuesday","April",2001,14725,15047,15097,14725
"11/04/2001","Wednesday","April",2001,15057,14818,15267,14723
"12/04/2001","Thursday","April",2001,14811,14969,14969,14489
"16/04/2001","Monday","April",2001,14974,14444,14976,14387
"17/04/2001","Tuesday","April",2001,14443,14336,14554,14222
"18/04/2001","Wednesday","April",2001,14344,14955,15150,14323
"19/04/2001","Thursday","April",2001,14955,14431,15015,14420
"20/04/2001","Friday","April",2001,14408,13696,14408,13624
"23/04/2001","Monday","April",2001,13733,13892,13892,13325
"24/04/2001","Tuesday","April",2001,13893,14068,14206,13893
"25/04/2001","Wednesday","April",2001,14061,14162,14221,13785
"26/04/2001","Thursday","April",2001,14204,14757,14770,14202
"27/04/2001","Friday","April",2001,14751,14927,15134,14751
"30/04/2001","Monday","April",2001,14944,14917,15210,14838
"02/05/2001","Wednesday","May",2001,14877,14897,14919,14635
"03/05/2001","Thursday","May",2001,14905,15141,15141,14761
"04/05/2001","Friday","May",2001,15141,15092,15304,15045
"07/05/2001","Monday","May",2001,15102,14875,15221,14861
"08/05/2001","Tuesday","May",2001,14860,14747,14962,14655
"09/05/2001","Wednesday","May",2001,14717,14778,14866,14576
"10/05/2001","Thursday","May",2001,14796,14993,15117,14796
"11/05/2001","Friday","May",2001,15011,14493,15017,14409
"14/05/2001","Monday","May",2001,14498,14132,14507,14076
"15/05/2001","Tuesday","May",2001,14140,14226,14313,14110
"16/05/2001","Wednesday","May",2001,14255,14714,14737,14255
"17/05/2001","Thursday","May",2001,14726,14793,15094,14725
"18/05/2001","Friday","May",2001,14847,14884,15011,14801
"21/05/2001","Monday","May",2001,14870,15127,15156,14806
"22/05/2001","Tuesday","May",2001,15141,14828,15197,14794
"23/05/2001","Wednesday","May",2001,14828,14691,14904,14626
"24/05/2001","Thursday","May",2001,14693,14523,14833,14431
"25/05/2001","Friday","May",2001,14523,14310,14588,14186
"28/05/2001","Monday","May",2001,14328,14302,14435,14056
"29/05/2001","Tuesday","May",2001,14302,14453,14489,14300
"30/05/2001","Wednesday","May",2001,14458,14489,14578,14347
"31/05/2001","Thursday","May",2001,14514,14649,14716,14507
"01/06/2001","Friday","June",2001,14654,14791,14791,14409
"04/06/2001","Monday","June",2001,14798,15103,15143,14798
"05/06/2001","Tuesday","June",2001,15107,15394,15406,15050
"06/06/2001","Wednesday","June",2001,15393,15328,15568,15268
"07/06/2001","Thursday","June",2001,15318,15464,15545,15200
"08/06/2001","Friday","June",2001,15468,15366,15644,15355
"11/06/2001","Monday","June",2001,15290,15224,15396,15156
"12/06/2001","Tuesday","June",2001,15237,15173,15237,14955
"13/06/2001","Wednesday","June",2001,15175,15403,15599,15175
"15/06/2001","Friday","June",2001,15385,14985,15385,14964
"18/06/2001","Monday","June",2001,14981,14355,14981,14332
"19/06/2001","Tuesday","June",2001,14374,14400,14541,14244
"20/06/2001","Wednesday","June",2001,14396,14571,14599,14393
"21/06/2001","Thursday","June",2001,14534,14822,14840,14507
"22/06/2001","Friday","June",2001,14870,14682,15105,14676
"25/06/2001","Monday","June",2001,14681,14539,14870,14479
"26/06/2001","Tuesday","June",2001,14520,14459,14619,14401
"27/06/2001","Wednesday","June",2001,14476,14308,14629,14264
"28/06/2001","Thursday","June",2001,14320,14390,14429,14164
"29/06/2001","Friday","June",2001,14411,14559,14639,14375
"02/07/2001","Monday","July",2001,14579,14555,14658,14482
"03/07/2001","Tuesday","July",2001,14560,14352,14771,14325
"04/07/2001","Wednesday","July",2001,14351,14056,14395,13983
"05/07/2001","Thursday","July",2001,14083,14047,14279,13942
"06/07/2001","Friday","July",2001,14029,13906,14052,13788
"10/07/2001","Tuesday","July",2001,13929,13569,14060,13563
"11/07/2001","Wednesday","July",2001,13507,13811,13853,13360
"12/07/2001","Thursday","July",2001,13811,13912,13987,13636
"13/07/2001","Friday","July",2001,13907,14078,14087,13737
"16/07/2001","Monday","July",2001,14081,13811,14126,13811
"17/07/2001","Tuesday","July",2001,13813,14168,14218,13813
"18/07/2001","Wednesday","July",2001,14170,13790,14236,13778
"19/07/2001","Thursday","July",2001,13794,13761,13952,13640
"20/07/2001","Friday","July",2001,13765,14092,14092,13658
"23/07/2001","Monday","July",2001,14107,14067,14238,14057
"24/07/2001","Tuesday","July",2001,14049,13737,14105,13724
"25/07/2001","Wednesday","July",2001,13738,13955,13955,13678
"26/07/2001","Thursday","July",2001,13963,13810,13979,13735
"27/07/2001","Friday","July",2001,13825,13910,13910,13758
"30/07/2001","Monday","July",2001,13947,13703,14116,13703
"31/07/2001","Tuesday","July",2001,13703,13754,13827,13641
"01/08/2001","Wednesday","August",2001,13757,13743,13836,13605
"02/08/2001","Thursday","August",2001,13745,13822,13846,13689
"03/08/2001","Friday","August",2001,13840,13838,13903,13732
"06/08/2001","Monday","August",2001,13851,14046,14067,13849
"07/08/2001","Tuesday","August",2001,14049,14035,14142,14004
"08/08/2001","Wednesday","August",2001,14035,13919,14113,13917
"09/08/2001","Thursday","August",2001,13921,13834,13929,13780
"10/08/2001","Friday","August",2001,13835,13915,13920,13734
"13/08/2001","Monday","August",2001,13914,13771,13928,13716
"14/08/2001","Tuesday","August",2001,13769,13829,13841,13731
"15/08/2001","Wednesday","August",2001,13834,13658,13853,13616
"16/08/2001","Thursday","August",2001,13685,13509,13722,13416
"17/08/2001","Friday","August",2001,13507,13044,13507,13010
"20/08/2001","Monday","August",2001,13044,13115,13228,12919
"21/08/2001","Tuesday","August",2001,13121,12891,13185,12886
"22/08/2001","Wednesday","August",2001,12906,12952,13161,12852
"23/08/2001","Thursday","August",2001,12961,12750,13012,12702
"24/08/2001","Friday","August",2001,12749,13001,13004,12680
"27/08/2001","Monday","August",2001,13000,12995,13047,12848
"28/08/2001","Tuesday","August",2001,13005,13018,13113,12942
"29/08/2001","Wednesday","August",2001,13039,13076,13181,13011
"30/08/2001","Thursday","August",2001,13075,12892,13113,12798
"31/08/2001","Friday","August",2001,12906,12837,12949,12788
"03/09/2001","Monday","September",2001,12848,12800,12863,12696
"04/09/2001","Tuesday","September",2001,12806,12766,12947,12766
"05/09/2001","Wednesday","September",2001,12767,12590,12767,12462
"06/09/2001","Thursday","September",2001,12593,12255,12599,12250
"10/09/2001","Monday","September",2001,12238,11922,12238,11901
"11/09/2001","Tuesday","September",2001,11930,10827,11984,10824
"12/09/2001","Wednesday","September",2001,10773,11113,11319,10705
"13/09/2001","Thursday","September",2001,11127,10306,11156,10289
"14/09/2001","Friday","September",2001,10261,10034,10271,9532
"17/09/2001","Monday","September",2001,10032,10544,10573,10032
"18/09/2001","Tuesday","September",2001,10542,10554,10707,10320
"19/09/2001","Wednesday","September",2001,10560,10744,10835,10486
"20/09/2001","Thursday","September",2001,10719,10543,10719,10470
"21/09/2001","Friday","September",2001,10493,10418,10493,9889
"24/09/2001","Monday","September",2001,10453,10532,10693,10453
"25/09/2001","Tuesday","September",2001,10539,10229,10595,10194
"26/09/2001","Wednesday","September",2001,10227,10005,10273,9892
"27/09/2001","Thursday","September",2001,9996,10404,10462,9704
"28/09/2001","Friday","September",2001,10412,10635,10714,10412
"01/10/2001","Monday","October",2001,10633,10501,10633,10354
"02/10/2001","Tuesday","October",2001,10491,10350,10547,10299
"03/10/2001","Wednesday","October",2001,10355,10233,10355,10188
"04/10/2001","Thursday","October",2001,10240,10061,10328,10026
"05/10/2001","Friday","October",2001,10068,10197,10268,9985
"08/10/2001","Monday","October",2001,10119,10094,10174,9985
"09/10/2001","Tuesday","October",2001,10109,10284,10322,10102
"10/10/2001","Wednesday","October",2001,10284,10462,10462,10255
"11/10/2001","Thursday","October",2001,10462,10784,10790,10461
"15/10/2001","Monday","October",2001,10774,11329,11329,10696
"16/10/2001","Tuesday","October",2001,11326,11257,11474,11175
"17/10/2001","Wednesday","October",2001,11286,11271,11484,11169
"18/10/2001","Thursday","October",2001,11259,10994,11259,10948
"19/10/2001","Friday","October",2001,11003,11331,11413,10895
"22/10/2001","Monday","October",2001,11342,11699,11724,11292
"23/10/2001","Tuesday","October",2001,11698,11613,11796,11596
"24/10/2001","Wednesday","October",2001,11611,11467,11665,11429
"25/10/2001","Thursday","October",2001,11458,11723,11783,11307
"26/10/2001","Friday","October",2001,11724,11780,11924,11715
"29/10/2001","Monday","October",2001,11783,11377,11783,11331
"30/10/2001","Tuesday","October",2001,11334,11023,11396,11023
"31/10/2001","Wednesday","October",2001,11056,11364,11364,11047
"01/11/2001","Thursday","November",2001,11362,11387,11497,11188
"05/11/2001","Monday","November",2001,11389,12164,12176,11389
"06/11/2001","Tuesday","November",2001,12154,12415,12480,12138
"07/11/2001","Wednesday","November",2001,12405,12615,12982,12331
"08/11/2001","Thursday","November",2001,12633,12553,12892,12478
"09/11/2001","Friday","November",2001,12541,12730,12774,12425
"12/11/2001","Monday","November",2001,12728,12567,12767,12235
"13/11/2001","Tuesday","November",2001,12591,12918,13093,12591
"14/11/2001","Wednesday","November",2001,12928,12825,13077,12746
"16/11/2001","Friday","November",2001,12838,12882,13045,12807
"19/11/2001","Monday","November",2001,12906,12987,13136,12906
"20/11/2001","Tuesday","November",2001,12991,12638,12995,12621
"21/11/2001","Wednesday","November",2001,12645,12793,12831,12559
"22/11/2001","Thursday","November",2001,12793,13019,13056,12793
